term,contrast,null.value,estimate,conf.low,conf.high,adj.p.value
Produkt,"Reis-Getreideprodukt, vegetarisch oder vegan",0,0.06970589133594052,-7.265050213759784,7.404461996431666,1
Produkt,"Reiszubereitung-Getreideprodukt, vegetarisch oder vegan",0,-0.03420826149126355,-7.550096730415011,7.4816802074324835,1
Produkt,"Roggenbrot oder Mischbrot-Getreideprodukt, vegetarisch oder vegan",0,0.06952106904082433,-7.2652350360549,7.404277174136549,1
Produkt,"Toastbrot-Getreideprodukt, vegetarisch oder vegan",0,0.1813317974978752,-7.15342430759785,7.5160879025936,1
Produkt,"Weißbrot-Getreideprodukt, vegetarisch oder vegan",0,0.04319718042875742,-7.291558924666967,7.377953285524482,1
Produkt,"Gurken-Grieß, Roggenmehl oder Ähnliches",0,2.8841051684105636,-4.450650936685161,10.218861273506288,0.9979637297234866
Produkt,"Haferflocken-Grieß, Roggenmehl oder Ähnliches",0,0.07256522911599017,-7.443323239807757,7.5884536980397375,1
Produkt,"Hefegebäck-Grieß, Roggenmehl oder Ähnliches",0,-0.14937338817321621,-7.665261857096963,7.366515080750531,1
Produkt,"Körnerbrot oder Vollkornbrot-Grieß, Roggenmehl oder Ähnliches",0,-0.04766727922531788,-7.382423384321043,7.2870888258704065,1
Produkt,"Kuchen, Torte oder Tortenboden, frisch-Grieß, Roggenmehl oder Ähnliches",0,0.04753798449165525,-7.287218120604069,7.38229408958738,1
Produkt,"Muffins, Waffeln oder andere Dauerbackwaren-Grieß, Roggenmehl oder Ähnliches",0,0.05664357005577836,-7.278112535039947,7.3913996751515025,1
Produkt,"Nudeln-Grieß, Roggenmehl oder Ähnliches",0,0.05922270928040385,-7.456665759643343,7.575111178204152,1
Produkt,"Paprika-Grieß, Roggenmehl oder Ähnliches",0,1.9744483114185638,-5.360307793677161,9.309204416514289,0.999991987018192
Produkt,"Reis-Grieß, Roggenmehl oder Ähnliches",0,-0.04243397252824366,-7.377190077623968,7.292322132567481,1
Produkt,"Reiszubereitung-Grieß, Roggenmehl oder Ähnliches",0,-0.14634812535544772,-7.662236594279195,7.3695403435683,1
Produkt,"Roggenbrot oder Mischbrot-Grieß, Roggenmehl oder Ähnliches",0,-0.04261879482335984,-7.377374899919085,7.292137310272365,1
Produkt,"Toastbrot-Grieß, Roggenmehl oder Ähnliches",0,0.06919193363369103,-7.265564171462033,7.403948038729416,1
Produkt,"Weißbrot-Grieß, Roggenmehl oder Ähnliches",0,-0.06894268343542675,-7.403698788531152,7.265813421660297,1
Produkt,Haferflocken-Gurken,0,-2.8115399392945735,-10.32742840821832,4.704348529629174,0.9989468795256464
Produkt,Hefegebäck-Gurken,0,-3.0334785565837796,-10.549367025507527,4.482409912339968,0.9971539952237778
Produkt,Körnerbrot oder Vollkornbrot-Gurken,0,-2.9317724476358813,-10.266528552731605,4.402983657459844,0.9974850842219103
Produkt,"Kuchen, Torte oder Tortenboden, frisch-Gurken",0,-2.836567183918908,-10.171323289014634,4.4981889211768165,0.9983608067014635
Produkt,"Muffins, Waffeln oder andere Dauerbackwaren-Gurken",0,-2.827461598354785,-10.162217703450509,4.50729450674094,0.9984286838281835
Produkt,Nudeln-Gurken,0,-2.8248824591301593,-10.340770928053907,4.691006009793588,0.998877665029605
Produkt,Paprika-Gurken,0,-0.9096568569919996,-8.244412962087724,6.4250992481037255,0.9999999999890181
Produkt,Reis-Gurken,0,-2.9265391409388073,-10.261295246034532,4.408216964156917,0.9975419520194841
Produkt,Reiszubereitung-Gurken,0,-3.030453293766011,-10.546341762689758,4.485435175157736,0.9971898126440156
Produkt,Roggenbrot oder Mischbrot-Gurken,0,-2.9267239632339233,-10.261480068329648,4.408032141861801,0.9975399625817971
Produkt,Toastbrot-Gurken,0,-2.8149132347768724,-10.149669339872597,4.519842870318852,0.9985182312874743
Produkt,Weißbrot-Gurken,0,-2.95304785184599,-10.287803956941715,4.381708253249735,0.9972421422551346
Produkt,Hefegebäck-Haferflocken,0,-0.22193861728920639,-7.914695719483641,7.470818484905228,1
Produkt,Körnerbrot oder Vollkornbrot-Haferflocken,0,-0.12023250834130805,-7.636120977265056,7.395655960582439,1
Produkt,"Kuchen, Torte oder Tortenboden, frisch-Haferflocken",0,-0.02502724462433492,-7.540915713548082,7.490861224299413,1
Produkt,"Muffins, Waffeln oder andere Dauerbackwaren-Haferflocken",0,-0.015921659060211812,-7.5318101279839595,7.499966809863535,1
Produkt,Nudeln-Haferflocken,0,-0.01334251983558632,-7.70609962203002,7.679414582358849,1
Produkt,Paprika-Haferflocken,0,1.9018830823025736,-5.614005386621174,9.417771551226322,0.9999970452477193
Produkt,Reis-Haferflocken,0,-0.11499920164423383,-7.630887670567981,7.4008892672795135,1
Produkt,Reiszubereitung-Haferflocken,0,-0.2189133544714379,-7.911670456665872,7.473843747722997,1
Produkt,Roggenbrot oder Mischbrot-Haferflocken,0,-0.11518402393935001,-7.6310724928630975,7.400704444984397,1
Produkt,Toastbrot-Haferflocken,0,-0.0033732954822991434,-7.519261764406046,7.512515173441448,1
Produkt,Weißbrot-Haferflocken,0,-0.14150791255141693,-7.657396381475165,7.37438055637233,1
Produkt,Körnerbrot oder Vollkornbrot-Hefegebäck,0,0.10170610894789833,-7.4141823599758485,7.617594577871646,1
Produkt,"Kuchen, Torte oder Tortenboden, frisch-Hefegebäck",0,0.19691137266487146,-7.318977096258876,7.712799841588619,1
Produkt,"Muffins, Waffeln oder andere Dauerbackwaren-Hefegebäck",0,0.20601695822899457,-7.3098715106947525,7.721905427152742,1
Produkt,Nudeln-Hefegebäck,0,0.20859609745362007,-7.484161004740814,7.901353199648055,1
Produkt,Paprika-Hefegebäck,0,2.12382169959178,-5.392066769331967,9.639710168515528,0.9999827313291321
Produkt,Reis-Hefegebäck,0,0.10693941564497256,-7.408949053278775,7.62282788456872,1
Produkt,Reiszubereitung-Hefegebäck,0,0.0030252628177684926,-7.689731839376666,7.695782365012203,1
Produkt,Roggenbrot oder Mischbrot-Hefegebäck,0,0.10675459334985637,-7.409133875573891,7.622643062273603,1
Produkt,Toastbrot-Hefegebäck,0,0.21856532180690724,-7.29732314711684,7.7344537907306545,1
Produkt,Weißbrot-Hefegebäck,0,0.08043070473778946,-7.435457764185958,7.596319173661537,1
Produkt,"Kuchen, Torte oder Tortenboden, frisch-Körnerbrot oder Vollkornbrot",0,0.09520526371697313,-7.239550841378751,7.429961368812698,1
Produkt,"Muffins, Waffeln oder andere Dauerbackwaren-Körnerbrot oder Vollkornbrot",0,0.10431084928109624,-7.230445255814629,7.439066954376821,1
Produkt,Nudeln-Körnerbrot oder Vollkornbrot,0,0.10688998850572173,-7.408998480418026,7.622778457429469,1
Produkt,Paprika-Körnerbrot oder Vollkornbrot,0,2.0221155906438817,-5.312640514451843,9.356871695739606,0.9999882926134949
Produkt,Reis-Körnerbrot oder Vollkornbrot,0,0.005233306697074225,-7.32952279839865,7.339989411792799,1
Produkt,Reiszubereitung-Körnerbrot oder Vollkornbrot,0,-0.09868084613012984,-7.614569315053878,7.417207622793617,1
Produkt,Roggenbrot oder Mischbrot-Körnerbrot oder Vollkornbrot,0,0.005048484401958042,-7.329707620693767,7.339804589497683,1
Produkt,Toastbrot-Körnerbrot oder Vollkornbrot,0,0.11685921285900891,-7.217896892236716,7.451615317954733,1
Produkt,Weißbrot-Körnerbrot oder Vollkornbrot,0,-0.021275404210108873,-7.356031509305834,7.3134807008856155,1
Produkt,"Muffins, Waffeln oder andere Dauerbackwaren-Kuchen, Torte oder Tortenboden, frisch",0,0.009105585564123109,-7.325650519531601,7.343861690659848,1
Produkt,"Nudeln-Kuchen, Torte oder Tortenboden, frisch",0,0.011684724788748602,-7.5042037441349985,7.527573193712496,1
Produkt,"Paprika-Kuchen, Torte oder Tortenboden, frisch",0,1.9269103269269086,-5.4078457781688165,9.261666432022633,0.9999945785673441
Produkt,"Reis-Kuchen, Torte oder Tortenboden, frisch",0,-0.08997195701989891,-7.424728062115624,7.2447841480758255,1
Produkt,"Reiszubereitung-Kuchen, Torte oder Tortenboden, frisch",0,-0.19388610984710297,-7.70977457877085,7.322002359076644,1
Produkt,"Roggenbrot oder Mischbrot-Kuchen, Torte oder Tortenboden, frisch",0,-0.09015677931501509,-7.424912884410739,7.24459932578071,1
Produkt,"Toastbrot-Kuchen, Torte oder Tortenboden, frisch",0,0.021653949142035778,-7.313102155953689,7.35641005423776,1
Produkt,"Weißbrot-Kuchen, Torte oder Tortenboden, frisch",0,-0.116480667927082,-7.451236773022806,7.218275437168643,1
Produkt,"Nudeln-Muffins, Waffeln oder andere Dauerbackwaren",0,0.002579139224625493,-7.513309329699122,7.518467608148373,1
Produkt,"Paprika-Muffins, Waffeln oder andere Dauerbackwaren",0,1.9178047413627854,-5.416951363732939,9.25256084645851,0.9999949769161207
Produkt,"Reis-Muffins, Waffeln oder andere Dauerbackwaren",0,-0.09907754258402202,-7.433833647679746,7.235678562511703,1
Produkt,"Reiszubereitung-Muffins, Waffeln oder andere Dauerbackwaren",0,-0.20299169541122608,-7.718880164334974,7.312896773512521,1
Produkt,"Roggenbrot oder Mischbrot-Muffins, Waffeln oder andere Dauerbackwaren",0,-0.0992623648791382,-7.434018469974863,7.235493740216587,1
Produkt,"Toastbrot-Muffins, Waffeln oder andere Dauerbackwaren",0,0.012548363577912669,-7.322207741517812,7.347304468673637,1
Produkt,"Weißbrot-Muffins, Waffeln oder andere Dauerbackwaren",0,-0.1255862534912051,-7.46034235858693,7.2091698516045195,1
Produkt,Paprika-Nudeln,0,1.91522560213816,-5.600662866785587,9.431114071061907,0.9999966891050682
Produkt,Reis-Nudeln,0,-0.10165668180864751,-7.617545150732395,7.414231787115099,1
Produkt,Reiszubereitung-Nudeln,0,-0.20557083463585157,-7.898327936830286,7.487186267558583,1
Produkt,Roggenbrot oder Mischbrot-Nudeln,0,-0.10184150410376369,-7.617729973027511,7.414046964819984,1
Produkt,Toastbrot-Nudeln,0,0.009969224353287176,-7.50591924457046,7.525857693277034,1
Produkt,Weißbrot-Nudeln,0,-0.1281653927158306,-7.644053861639578,7.387723076207917,1
Produkt,Reis-Paprika,0,-2.0168822839468072,-9.351638389042531,5.317873821148917,0.999988763209007
Produkt,Reiszubereitung-Paprika,0,-2.1207964367740115,-9.63668490569776,5.395092032149735,0.9999831129993433
Produkt,Roggenbrot oder Mischbrot-Paprika,0,-2.0170671062419236,-9.35182321133765,5.317688998853801,0.9999887468879732
Produkt,Toastbrot-Paprika,0,-1.9052563777848728,-9.240012482880598,5.429499727310851,0.9999954819663122
Produkt,Weißbrot-Paprika,0,-2.043390994853991,-9.378147099949715,5.291365110241734,0.9999861883063085
Produkt,Reiszubereitung-Reis,0,-0.10391415282720406,-7.619802621750951,7.4119743160965434,1
Produkt,Roggenbrot oder Mischbrot-Reis,0,-1.8482229511618264e-4,-7.334940927390841,7.334571282800608,1
Produkt,Toastbrot-Reis,0,0.11162590616193468,-7.22313019893379,7.4463820112576595,1
Produkt,Weißbrot-Reis,0,-0.026508710907183097,-7.361264816002908,7.308247394188541,1
Produkt,Roggenbrot oder Mischbrot-Reiszubereitung,0,0.10372933053208788,-7.41215913839166,7.619617799455835,1
Produkt,Toastbrot-Reiszubereitung,0,0.21554005898913875,-7.3003484099346085,7.731428527912886,1
Produkt,Weißbrot-Reiszubereitung,0,0.07740544192002097,-7.438483027003726,7.5932939108437685,1
Produkt,Toastbrot-Roggenbrot oder Mischbrot,0,0.11181072845705087,-7.222945376638673,7.446566833552776,1
Produkt,Weißbrot-Roggenbrot oder Mischbrot,0,-0.026323888612066915,-7.361079993707792,7.3084322164836575,1
Produkt,Weißbrot-Toastbrot,0,-0.13813461706911778,-7.472890722164842,7.196621488026607,1
